"id","Results.reception.time","MD5.hash.of.participant.s.IP.address","Controller.name","Order.number.of.item","Inner.element.number","Label","Latin.Square.Group","PennElementType","PennElementName","Parameter","Value","EventTime","imagens","item","Comments","block"
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",0,0,"instructions_A","NULL","PennController","0","_Trial_","Start","1648119072298","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",0,0,"instructions_A","NULL","PennController","0","_Header_","Start","1648119072298","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",0,0,"instructions_A","NULL","PennController","0","_Header_","End","1648119072298","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",0,0,"instructions_A","NULL","PennController","0","_Trial_","End","1648119076282","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",1,0,"instructions_B","NULL","PennController","1","_Trial_","Start","1648119076284","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",1,0,"instructions_B","NULL","PennController","1","_Header_","Start","1648119076284","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",1,0,"instructions_B","NULL","PennController","1","_Header_","End","1648119076285","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",1,0,"instructions_B","NULL","PennController","1","_Trial_","End","1648119077165","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",2,0,"instructions_C","NULL","PennController","2","_Trial_","Start","1648119077166","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",2,0,"instructions_C","NULL","PennController","2","_Header_","Start","1648119077166","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",2,0,"instructions_C","NULL","PennController","2","_Header_","End","1648119077166","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",2,0,"instructions_C","NULL","PennController","2","_Trial_","End","1648119077962","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",3,0,"instructions_D","NULL","PennController","3","_Trial_","Start","1648119077963","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",3,0,"instructions_D","NULL","PennController","3","_Header_","Start","1648119077963","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",3,0,"instructions_D","NULL","PennController","3","_Header_","End","1648119077963","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",3,0,"instructions_D","NULL","PennController","3","_Trial_","End","1648119078540","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",4,0,"instructions_Extra","NULL","PennController","4","_Trial_","Start","1648119078542","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",4,0,"instructions_Extra","NULL","PennController","4","_Header_","Start","1648119078542","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",4,0,"instructions_Extra","NULL","PennController","4","_Header_","End","1648119078542","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",4,0,"instructions_Extra","NULL","PennController","4","_Trial_","End","1648119079600","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",5,0,"keyboard_warning","NULL","PennController","5","_Trial_","Start","1648119079601","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",5,0,"keyboard_warning","NULL","PennController","5","_Header_","Start","1648119079601","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",5,0,"keyboard_warning","NULL","PennController","5","_Header_","End","1648119079602","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",5,0,"keyboard_warning","NULL","PennController","5","_Trial_","End","1648119081114","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",20,0,"p_trial_3_double_cue_UP","NULL","PennController","26","_Trial_","Start","1648119081116","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",20,0,"p_trial_3_double_cue_UP","NULL","PennController","26","_Header_","Start","1648119081116","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",20,0,"p_trial_3_double_cue_UP","NULL","PennController","26","_Header_","End","1648119081116","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",20,0,"p_trial_3_double_cue_UP","NULL","PennController","26","_Trial_","End","1648119087122","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",28,0,"p_trial_4_spatial_cue_DOWN","NULL","PennController","34","_Trial_","Start","1648119087124","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",28,0,"p_trial_4_spatial_cue_DOWN","NULL","PennController","34","_Header_","Start","1648119087124","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",28,0,"p_trial_4_spatial_cue_DOWN","NULL","PennController","34","_Header_","End","1648119087124","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",28,0,"p_trial_4_spatial_cue_DOWN","NULL","PennController","34","_Trial_","End","1648119093127","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",7,0,"p_trial_1_no_cue_UP","NULL","PennController","13","_Trial_","Start","1648119093129","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",7,0,"p_trial_1_no_cue_UP","NULL","PennController","13","_Header_","Start","1648119093129","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",7,0,"p_trial_1_no_cue_UP","NULL","PennController","13","_Header_","End","1648119093129","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",7,0,"p_trial_1_no_cue_UP","NULL","PennController","13","_Trial_","End","1648119099135","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",25,0,"p_trial_4_spatial_cue_UP","NULL","PennController","31","_Trial_","Start","1648119099137","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",25,0,"p_trial_4_spatial_cue_UP","NULL","PennController","31","_Header_","Start","1648119099137","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",25,0,"p_trial_4_spatial_cue_UP","NULL","PennController","31","_Header_","End","1648119099137","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",25,0,"p_trial_4_spatial_cue_UP","NULL","PennController","31","_Trial_","End","1648119105147","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",13,0,"p_trial_2_center_cue_UP","NULL","PennController","19","_Trial_","Start","1648119105149","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",13,0,"p_trial_2_center_cue_UP","NULL","PennController","19","_Header_","Start","1648119105149","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",13,0,"p_trial_2_center_cue_UP","NULL","PennController","19","_Header_","End","1648119105149","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",13,0,"p_trial_2_center_cue_UP","NULL","PennController","19","_Trial_","End","1648119111155","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",21,0,"p_trial_3_double_cue_DOWN","NULL","PennController","27","_Trial_","Start","1648119111157","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",21,0,"p_trial_3_double_cue_DOWN","NULL","PennController","27","_Header_","Start","1648119111157","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",21,0,"p_trial_3_double_cue_DOWN","NULL","PennController","27","_Header_","End","1648119111157","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",21,0,"p_trial_3_double_cue_DOWN","NULL","PennController","27","_Trial_","End","1648119117167","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",10,0,"p_trial_1_no_cue_DOWN","NULL","PennController","16","_Trial_","Start","1648119117169","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",10,0,"p_trial_1_no_cue_DOWN","NULL","PennController","16","_Header_","Start","1648119117169","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",10,0,"p_trial_1_no_cue_DOWN","NULL","PennController","16","_Header_","End","1648119117170","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",10,0,"p_trial_1_no_cue_DOWN","NULL","PennController","16","_Trial_","End","1648119123177","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",16,0,"p_trial_2_center_cue_DOWN","NULL","PennController","22","_Trial_","Start","1648119123180","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",16,0,"p_trial_2_center_cue_DOWN","NULL","PennController","22","_Header_","Start","1648119123180","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",16,0,"p_trial_2_center_cue_DOWN","NULL","PennController","22","_Header_","End","1648119123180","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",16,0,"p_trial_2_center_cue_DOWN","NULL","PennController","22","_Trial_","End","1648119129190","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",18,0,"p_trial_3_double_cue_UP","NULL","PennController","24","_Trial_","Start","1648119129192","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",18,0,"p_trial_3_double_cue_UP","NULL","PennController","24","_Header_","Start","1648119129192","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",18,0,"p_trial_3_double_cue_UP","NULL","PennController","24","_Header_","End","1648119129192","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",18,0,"p_trial_3_double_cue_UP","NULL","PennController","24","_Trial_","End","1648119135198","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",27,0,"p_trial_4_spatial_cue_DOWN","NULL","PennController","33","_Trial_","Start","1648119135200","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",27,0,"p_trial_4_spatial_cue_DOWN","NULL","PennController","33","_Header_","Start","1648119135200","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",27,0,"p_trial_4_spatial_cue_DOWN","NULL","PennController","33","_Header_","End","1648119135201","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",27,0,"p_trial_4_spatial_cue_DOWN","NULL","PennController","33","_Trial_","End","1648119141205","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",8,0,"p_trial_1_no_cue_UP","NULL","PennController","14","_Trial_","Start","1648119141208","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",8,0,"p_trial_1_no_cue_UP","NULL","PennController","14","_Header_","Start","1648119141208","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",8,0,"p_trial_1_no_cue_UP","NULL","PennController","14","_Header_","End","1648119141208","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",8,0,"p_trial_1_no_cue_UP","NULL","PennController","14","_Trial_","End","1648119147213","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",26,0,"p_trial_4_spatial_cue_UP","NULL","PennController","32","_Trial_","Start","1648119147215","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",26,0,"p_trial_4_spatial_cue_UP","NULL","PennController","32","_Header_","Start","1648119147215","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",26,0,"p_trial_4_spatial_cue_UP","NULL","PennController","32","_Header_","End","1648119147215","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",26,0,"p_trial_4_spatial_cue_UP","NULL","PennController","32","_Trial_","End","1648119153220","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",12,0,"p_trial_2_center_cue_UP","NULL","PennController","18","_Trial_","Start","1648119153221","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",12,0,"p_trial_2_center_cue_UP","NULL","PennController","18","_Header_","Start","1648119153221","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",12,0,"p_trial_2_center_cue_UP","NULL","PennController","18","_Header_","End","1648119153221","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",12,0,"p_trial_2_center_cue_UP","NULL","PennController","18","_Trial_","End","1648119159223","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",22,0,"p_trial_3_double_cue_DOWN","NULL","PennController","28","_Trial_","Start","1648119159224","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",22,0,"p_trial_3_double_cue_DOWN","NULL","PennController","28","_Header_","Start","1648119159224","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",22,0,"p_trial_3_double_cue_DOWN","NULL","PennController","28","_Header_","End","1648119159224","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",22,0,"p_trial_3_double_cue_DOWN","NULL","PennController","28","_Trial_","End","1648119165236","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",11,0,"p_trial_1_no_cue_DOWN","NULL","PennController","17","_Trial_","Start","1648119165238","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",11,0,"p_trial_1_no_cue_DOWN","NULL","PennController","17","_Header_","Start","1648119165238","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",11,0,"p_trial_1_no_cue_DOWN","NULL","PennController","17","_Header_","End","1648119165238","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",11,0,"p_trial_1_no_cue_DOWN","NULL","PennController","17","_Trial_","End","1648119171244","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",17,0,"p_trial_2_center_cue_DOWN","NULL","PennController","23","_Trial_","Start","1648119171246","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",17,0,"p_trial_2_center_cue_DOWN","NULL","PennController","23","_Header_","Start","1648119171246","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",17,0,"p_trial_2_center_cue_DOWN","NULL","PennController","23","_Header_","End","1648119171246","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",17,0,"p_trial_2_center_cue_DOWN","NULL","PennController","23","_Trial_","End","1648119177252","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",19,0,"p_trial_3_double_cue_UP","NULL","PennController","25","_Trial_","Start","1648119177253","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",19,0,"p_trial_3_double_cue_UP","NULL","PennController","25","_Header_","Start","1648119177253","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",19,0,"p_trial_3_double_cue_UP","NULL","PennController","25","_Header_","End","1648119177253","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",19,0,"p_trial_3_double_cue_UP","NULL","PennController","25","_Trial_","End","1648119183261","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",29,0,"p_trial_4_spatial_cue_DOWN","NULL","PennController","35","_Trial_","Start","1648119183263","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",29,0,"p_trial_4_spatial_cue_DOWN","NULL","PennController","35","_Header_","Start","1648119183263","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",29,0,"p_trial_4_spatial_cue_DOWN","NULL","PennController","35","_Header_","End","1648119183263","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",29,0,"p_trial_4_spatial_cue_DOWN","NULL","PennController","35","_Trial_","End","1648119189268","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",6,0,"p_trial_1_no_cue_UP","NULL","PennController","12","_Trial_","Start","1648119189270","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",6,0,"p_trial_1_no_cue_UP","NULL","PennController","12","_Header_","Start","1648119189270","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",6,0,"p_trial_1_no_cue_UP","NULL","PennController","12","_Header_","End","1648119189270","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",6,0,"p_trial_1_no_cue_UP","NULL","PennController","12","_Trial_","End","1648119195279","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",24,0,"p_trial_4_spatial_cue_UP","NULL","PennController","30","_Trial_","Start","1648119195280","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",24,0,"p_trial_4_spatial_cue_UP","NULL","PennController","30","_Header_","Start","1648119195280","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",24,0,"p_trial_4_spatial_cue_UP","NULL","PennController","30","_Header_","End","1648119195280","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",24,0,"p_trial_4_spatial_cue_UP","NULL","PennController","30","_Trial_","End","1648119201282","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",14,0,"p_trial_2_center_cue_UP","NULL","PennController","20","_Trial_","Start","1648119201283","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",14,0,"p_trial_2_center_cue_UP","NULL","PennController","20","_Header_","Start","1648119201283","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",14,0,"p_trial_2_center_cue_UP","NULL","PennController","20","_Header_","End","1648119201283","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",14,0,"p_trial_2_center_cue_UP","NULL","PennController","20","_Trial_","End","1648119207286","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",23,0,"p_trial_3_double_cue_DOWN","NULL","PennController","29","_Trial_","Start","1648119207288","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",23,0,"p_trial_3_double_cue_DOWN","NULL","PennController","29","_Header_","Start","1648119207288","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",23,0,"p_trial_3_double_cue_DOWN","NULL","PennController","29","_Header_","End","1648119207288","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",23,0,"p_trial_3_double_cue_DOWN","NULL","PennController","29","_Trial_","End","1648119213294","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",9,0,"p_trial_1_no_cue_DOWN","NULL","PennController","15","_Trial_","Start","1648119213296","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",9,0,"p_trial_1_no_cue_DOWN","NULL","PennController","15","_Header_","Start","1648119213296","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",9,0,"p_trial_1_no_cue_DOWN","NULL","PennController","15","_Header_","End","1648119213296","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",9,0,"p_trial_1_no_cue_DOWN","NULL","PennController","15","_Trial_","End","1648119219307","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",15,0,"p_trial_2_center_cue_DOWN","NULL","PennController","21","_Trial_","Start","1648119219309","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",15,0,"p_trial_2_center_cue_DOWN","NULL","PennController","21","_Header_","Start","1648119219309","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",15,0,"p_trial_2_center_cue_DOWN","NULL","PennController","21","_Header_","End","1648119219309","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",15,0,"p_trial_2_center_cue_DOWN","NULL","PennController","21","_Trial_","End","1648119225316","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",30,0,"feedback-trial","NULL","PennController","6","_Trial_","Start","1648119225319","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",30,0,"feedback-trial","NULL","PennController","6","_Header_","Start","1648119225319","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",30,0,"feedback-trial","NULL","PennController","6","_Header_","End","1648119225319","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",30,0,"feedback-trial","NULL","PennController","6","_Trial_","End","1648119296182","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",31,0,"instructions_E","NULL","PennController","7","_Trial_","Start","1648119296183","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",31,0,"instructions_E","NULL","PennController","7","_Header_","Start","1648119296183","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",31,0,"instructions_E","NULL","PennController","7","_Header_","End","1648119296183","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",31,0,"instructions_E","NULL","PennController","7","_Trial_","End","1648119297564","NULL",,,0
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",32,0,"keyboard_warning_short","NULL","PennController","8","_Trial_","Start","1648119297565","NULL",,,1
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",32,0,"keyboard_warning_short","NULL","PennController","8","_Header_","Start","1648119297565","NULL",,,1
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",32,0,"keyboard_warning_short","NULL","PennController","8","_Header_","End","1648119297565","NULL",,,1
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",32,0,"keyboard_warning_short","NULL","PennController","8","_Trial_","End","1648119299075","NULL",,,1
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",35,0,"trial_1_no_cue_UP","NULL","PennController","38","_Trial_","Start","1648119299077","neutral-right.png",3,"NULL",1
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",35,0,"trial_1_no_cue_UP","NULL","PennController","38","_Header_","Start","1648119299077","neutral-right.png",3,"NULL",1
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",35,0,"trial_1_no_cue_UP","NULL","PennController","38","_Header_","End","1648119299077","neutral-right.png",3,"NULL",1
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",35,0,"trial_1_no_cue_UP","NULL","Canvas","center","Print",,"1648119301183","neutral-right.png",3,"NULL",1
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",35,0,"trial_1_no_cue_UP","NULL","Key","keypress1","PressedKey","S","1648119301513","neutral-right.png",3,"NULL",1
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",35,0,"trial_1_no_cue_UP","NULL","PennController","38","_Trial_","End","1648119304022","neutral-right.png",3,"NULL",1
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",52,0,"trial_2_center_cue_DOWN","NULL","PennController","55","_Trial_","Start","1648119304023","incong-right.png",2,"NULL",1
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",52,0,"trial_2_center_cue_DOWN","NULL","PennController","55","_Header_","Start","1648119304023","incong-right.png",2,"NULL",1
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",52,0,"trial_2_center_cue_DOWN","NULL","PennController","55","_Header_","End","1648119304023","incong-right.png",2,"NULL",1
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",52,0,"trial_2_center_cue_DOWN","NULL","Canvas","center","Print",,"1648119305632","incong-right.png",2,"NULL",1
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",52,0,"trial_2_center_cue_DOWN","NULL","Key","keypress1","PressedKey","S","1648119305870","incong-right.png",2,"NULL",1
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",52,0,"trial_2_center_cue_DOWN","NULL","PennController","55","_Trial_","End","1648119308031","incong-right.png",2,"NULL",1
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",39,0,"trial_1_no_cue_DOWN","NULL","PennController","42","_Trial_","Start","1648119308033","cong-right.png",1,"NULL",1
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",39,0,"trial_1_no_cue_DOWN","NULL","PennController","42","_Header_","Start","1648119308033","cong-right.png",1,"NULL",1
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",39,0,"trial_1_no_cue_DOWN","NULL","PennController","42","_Header_","End","1648119308033","cong-right.png",1,"NULL",1
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",39,0,"trial_1_no_cue_DOWN","NULL","Canvas","center","Print",,"1648119309296","cong-right.png",1,"NULL",1
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",39,0,"trial_1_no_cue_DOWN","NULL","Key","keypress1","Key",,"Never","cong-right.png",1,"(failed keypresses happened)",3
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",39,0,"trial_1_no_cue_DOWN","NULL","PennController","42","_Trial_","End","1648119312280","cong-right.png",1,"NULL",1
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",59,0,"trial_3_double_cue_UP","NULL","PennController","62","_Trial_","Start","1648119312283","neutral-right.png",3,"NULL",1
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",59,0,"trial_3_double_cue_UP","NULL","PennController","62","_Header_","Start","1648119312283","neutral-right.png",3,"NULL",1
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",59,0,"trial_3_double_cue_UP","NULL","PennController","62","_Header_","End","1648119312283","neutral-right.png",3,"NULL",1
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",59,0,"trial_3_double_cue_UP","NULL","Canvas","center","Print",,"1648119314176","neutral-right.png",3,"NULL",1
"LARISSA",1648119931,"ea4822a528ee3bb453e635d65811542e","PennController",59,0,"trial_3_double_cue_UP","NULL","Key","keypress1","PressedKey","S","1648119314353","neutral-right.png",3,"NULL",1
